lugar,texto,calificacion,categoria,fuente,idioma_comentario,comentarios_espanol,emojis
Playa Chiquita,Totalmente imposible encontrar la entrada tal mente chica que solo los que viven aquí saben además esta casi todo privado que no se puede pasar.,1.0,parque,google_maps,es,Totalmente imposible encontrar la entrada tal mente chica que solo los que viven aquí saben además esta casi todo privado que no se puede pasar.,
Playa Chiquita,Me encanto este lugar. Muy tranquilo y bonito para relajarte todo el día.,5.0,parque,google_maps,es,Me encanto este lugar. Muy tranquilo y bonito para relajarte todo el día.,
Playa Chiquita,"Playa chiquita es un mix de mar y floresta Co agua trasparente verde y cielo Azul brillante.
No smag!",5.0,parque,google_maps,es,"Playa chiquita es un mix de mar y floresta Co agua trasparente verde y cielo Azul brillante.
No smag!",
Playa Chiquita,"Hermosa Playa arena blanca rodeada de naturaleza, se debe caminar a pie un sendero de 200 mts rodeado de selva. Mar tranquilo. Recomiendo dejar el vehículo en algun lugar cercano y llevar poca cosa para disfrutar del lugar.",5.0,parque,google_maps,es,"Hermosa Playa arena blanca rodeada de naturaleza, se debe caminar a pie un sendero de 200 mts rodeado de selva. Mar tranquilo. Recomiendo dejar el vehículo en algun lugar cercano y llevar poca cosa para disfrutar del lugar.",
Playa Chiquita,Demaciado linda,5.0,parque,google_maps,unknown,Demaciado linda,
Playa Chiquita,"Playa alejada del núcleo urbano y la carretera. En marea baja se forman unas pozas divertidas. A veces bastante corriente pero no cubre mucho, es segura. Por lo demás paradisiaca.",5.0,parque,google_maps,es,"Playa alejada del núcleo urbano y la carretera. En marea baja se forman unas pozas divertidas. A veces bastante corriente pero no cubre mucho, es segura. Por lo demás paradisiaca.",
Playa Chiquita,"В пешей доступности, у берега есть кораллы, но можно выбрать место для купания.",5.0,parque,google_maps,ru,"A poca distancia hay corales cerca de la orilla, pero puedes elegir un lugar para nadar.",
Playa Chiquita,Perfecto para snorkeling,5.0,parque,google_maps,en,Perfecto para snorkeling,
Playa Chiquita,"A beautiful beach on the coast of the Caribbean Sea in the Atlantic Ocean. The coast is lined with palm trees, trees and jungle, in the crowns of the trees you will come across howlers and parrots. The beach is sandy, gentle entry into the ocean, not very strong waves. Very quiet place, if you want to be alone, just walk a little along the beach and find a place without people. An unforgettable experience. Amazing place.",5.0,parque,google_maps,en,"Una hermosa playa en la costa del Mar Caribe en el Océano Atlántico. La costa está llena de palmeras, árboles y selva, en las copas de los árboles encontrarás aulladores y loros. La playa es de arena, entrada suave al océano, oleaje no muy fuerte. Lugar muy tranquilo, si quieres estar solo camina un poco por la playa y busca un lugar sin gente. Una experiencia inolvidable. Lugar increíble.",
Playa Chiquita,Lugar muy tranquilo para ir con la familia y amigos,5.0,parque,google_maps,es,Lugar muy tranquilo para ir con la familia y amigos,
Playa Chiquita,Hermoso lugar y su tranquilidad.,5.0,parque,google_maps,es,Hermoso lugar y su tranquilidad.,
Playa Chiquita,"I stayed at the Secluded beach resort bungalows(directly across from the Shawandha Lodge) that have direct beach access down a beautiful nature filled path.  It was the most beautiful and exciting walk each morning I got up around 6am and I would stroll down the beautiful path and encounter tons of wildlife.  Each morning I was surprised by the sights: awesome sloths 🦥 howler monkeys 🙊 spider monkeys 🙉 hummingbirds birds 🐦 butterflies 🦋 a guinea pig like creature, and a small snake 🐍.  Not to mention the crystal clear blue ocean and super soft golden sand, amazing coral reefs(but be careful 4 Rip currents).  Playa Chaquita had very strong Rip currents that gave me a real scare while I was snorkeling the reefs.  Its so easy to let your guard down when mesmerized by the hundreds of exotic fish swimming in schools in between the coral reefs.  So many tropical 🐠 I would snorkel for hours on that beach.  By the way I was there Oct 12-19th 2022 and the weather was perfect.  I would move there in a heartbeat 💓.",5.0,parque,google_maps,en,"Me alojé en los bungalows del complejo de playa aislado (justo enfrente del Shawandha Lodge) que tienen acceso directo a la playa por un hermoso sendero lleno de naturaleza.  Era la caminata más hermosa y emocionante cada mañana. Me levantaba alrededor de las 6 am y caminaba por el hermoso sendero y encontraba toneladas de vida silvestre.  Cada mañana me sorprendían las vistas: increíbles perezosos  monos aulladores  monos araña  colibríes  mariposas  una criatura parecida a un conejillo de indias y una pequeña serpiente .  Sin mencionar el océano azul cristalino y la arena dorada súper suave, los increíbles arrecifes de coral (pero ten cuidado con las 4 corrientes de resaca).  Playa Chaquita tenía corrientes de resaca muy fuertes que me dieron un verdadero susto mientras buceaba en los arrecifes.  Es muy fácil bajar la guardia cuando estás hipnotizado por los cientos de peces exóticos que nadan en bancos entre los arrecifes de coral.  Tantas  tropicales. Haría snorkel durante horas en esa playa.  Por cierto, estuve allí del 12 al 19 de octubre de 2022 y el clima fue perfecto.  Me mudaría allí en un abrir y cerrar de ojos .",🦥 🙊 🙉 🐦 🦋 🐍 🐠 💓
Restaurante Mi Finca,La comida es rica! Pero tuve que pedir mi bebida 3 veces.,4.0,restaurante,google_maps,es,La comida es rica! Pero tuve que pedir mi bebida 3 veces.,
Restaurante Mi Finca,"Después de 1 mes recorriéndome toda Costa Rica. Puedo decir con total seguridad que el restaurante Mi Finca es el mejor restaurante con diferencia de todos. Aquí he desayunado muchas veces, y he almorzado otras cuantas, y da igual lo que pidas que todo está bueno, es imposible fallar.
Hay que probar obligado el lolito de res, sabor y calidad de la carne exquisita, y por supuesto el mejor pinto que puedes probar, una suerte haber podido disfrutar de la comida tica en este restaurante, porque es comida hecha por la mama o la abuelita de la casa de Costa Rica.
Además el servicio y el ambiente son de 10.
Es de obligada visita, si es posible varias veces para poder probar toda la comida posible de Costa Rica si estas por aquí.
Me declaro fan del Restaurante mi Finca.",5.0,restaurante,google_maps,es,"Después de 1 mes recorriéndome toda Costa Rica. Puedo decir con total seguridad que el restaurante Mi Finca es el mejor restaurante con diferencia de todos. Aquí he desayunado muchas veces, y he almorzado otras cuantas, y da igual lo que pidas que todo está bueno, es imposible fallar.
Hay que probar obligado el lolito de res, sabor y calidad de la carne exquisita, y por supuesto el mejor pinto que puedes probar, una suerte haber podido disfrutar de la comida tica en este restaurante, porque es comida hecha por la mama o la abuelita de la casa de Costa Rica.
Además el servicio y el ambiente son de 10.
Es de obligada visita, si es posible varias veces para poder probar toda la comida posible de Costa Rica si estas por aquí.
Me declaro fan del Restaurante mi Finca.",
Restaurante Mi Finca,"Durante muchos años, este restaurante era mi parada obligatoria cuando iba a Guanacaste, pero ya va 2 años seguidos que me ha ido fatal. Ayer pasé esperando que hubiera mejorado, pero el gallo pintó era casi incomible, la calidad de la comida por el suelo!!!! Tristemente, para nunca más!!",1.0,restaurante,google_maps,es,"Durante muchos años, este restaurante era mi parada obligatoria cuando iba a Guanacaste, pero ya va 2 años seguidos que me ha ido fatal. Ayer pasé esperando que hubiera mejorado, pero el gallo pintó era casi incomible, la calidad de la comida por el suelo!!!! Tristemente, para nunca más!!",
Restaurante Mi Finca,"Restaurante Mi Finca in Limonal, Guanacaste, is an ideal spot to slow down over breakfast and a good cup of Costa Rican coffee. The morning menu is straightforward and comforting, made with fresh ingredients and served in generous portions. What truly elevates the experience is the setting—scarlet macaws frequently pass overhead or gather nearby, adding color and life to the early hours. Between the calm rural atmosphere, reliable food, and freshly brewed coffee, Mi Finca feels like a genuine countryside breakfast stop where nature and everyday Costa Rican life meet.",5.0,restaurante,google_maps,en,"El Restaurante Mi Finca en Limonal, Guanacaste, es un lugar ideal para desayunar y tomar una buena taza de café costarricense. El menú de la mañana es sencillo y reconfortante, elaborado con ingredientes frescos y servido en porciones generosas. Lo que realmente eleva la experiencia es el entorno: las guacamayas rojas frecuentemente pasan por encima o se reúnen cerca, agregando color y vida a las primeras horas. Entre la tranquila atmósfera rural, la comida confiable y el café recién hecho, Mi Finca se siente como una auténtica parada para desayunar en el campo, donde la naturaleza y la vida cotidiana costarricense se encuentran.",
Restaurante Mi Finca,"It is primarily a bakery restaurant in an area that acts like a rest area on a highway.  It has all kinds of croissants, sandwiches, an ice cream.  The other attraction at this location are a pair of playful Macaws that reside in a tree behind the restaurant, amusing tourists with their telephoto cameras.",4.0,restaurante,google_maps,en,"Se trata principalmente de un restaurante de panadería en una zona que actúa como zona de descanso en una autopista.  Tiene todo tipo de croissants, bocadillos, un helado.  La otra atracción de este lugar son un par de juguetones guacamayos que residen en un árbol detrás del restaurante, divirtiendo a los turistas con sus cámaras de teleobjetivo.",
Restaurante Mi Finca,5 stars for everything. The food was amazing. One of the best casados we’ve ever had. The juices were delicious. The staff was amazing…they brought a cup and plate specifically for our baby daughter. We sat outside in the pet friendly section and listened to the sound of the macaws. Beautiful atmosphere. We could not have chosen a better place to stop during our roadtrip.,5.0,restaurante,google_maps,en,5 estrellas para todo. La comida fue increíble. Uno de los mejores casados ​​que hemos tenido. Los jugos estaban deliciosos. El personal fue increíble... trajeron una taza y un plato específicamente para nuestra hija pequeña. Nos sentamos afuera en la sección que admite mascotas y escuchamos el sonido de las guacamayas. Hermoso ambiente. No podríamos haber elegido un mejor lugar para detenernos durante nuestro roadtrip.,
Restaurante Mi Finca,"Precioso lugar, la comida deliciosa y las lapas, hacen del sitio una parada obligatoria.",5.0,restaurante,google_maps,es,"Precioso lugar, la comida deliciosa y las lapas, hacen del sitio una parada obligatoria.",
Restaurante Mi Finca,The local fauna can be seen from this point. Very good food specially chicharrones and costilla.,5.0,restaurante,google_maps,en,Desde este punto se puede observar la fauna local. Muy buena comida especialmente chicharrones y costilla.,
Restaurante Mi Finca,"Muy buena comida, las tortillas del casado muy buenas.",5.0,restaurante,google_maps,es,"Muy buena comida, las tortillas del casado muy buenas.",
Restaurante Mi Finca,Very nice with great view,5.0,restaurante,google_maps,en,Muy bonito con gran vista.,
Restaurante Mi Finca,This is a good place to stop half way to San José o Guanacaste. Nice staff but little in the menu to choose from. Coffee js good though and sometimes you can see macaw hybrids from the restaurant.,4.0,restaurante,google_maps,en,"Este es un buen lugar para detenerse a mitad de camino hacia San José o Guanacaste. Personal agradable pero poco en el menú para elegir. Sin embargo, el café es bueno y, a veces, puedes ver híbridos de guacamayos en el restaurante.",
Restaurante Mi Finca,"Belle place bien situé pour une pause entre deux points. Nourriture simple mais efficace. Point supplémentaires, des aras en liberté derrière.",4.0,restaurante,google_maps,fr,"Hermoso lugar bien ubicado para un descanso entre dos puntos. Comida sencilla pero eficaz. Punto adicional, guacamayos vagando libremente detrás.",
Restaurante Mi Finca,Muy buena atención y ambiente. Excelente relación precio / calidad,4.0,restaurante,google_maps,es,Muy buena atención y ambiente. Excelente relación precio / calidad,
Restaurante Mi Finca,"just wanted some coffee they got my order wrong snd took them forever , not coming back here",1.0,restaurante,google_maps,en,"Solo quería un poco de café, se equivocaron en mi pedido y se los llevaron para siempre, no volverían aquí.",
Restaurante Mi Finca,"Tourist trap! Pedimos 2 pintos con huevo, jamon y un plato de frutas. Las frutas no estaban maduras. El gallo pinto todo quemado y para rematar traia un pedaso de salchichon tan pequeño que mejor ni lo hubieran puesto. Todo esto por nada mas y nada menos que 15000 colones (sin contar las frutas que devolvimos)",2.0,restaurante,google_maps,es,"Tourist trap! Pedimos 2 pintos con huevo, jamon y un plato de frutas. Las frutas no estaban maduras. El gallo pinto todo quemado y para rematar traia un pedaso de salchichon tan pequeño que mejor ni lo hubieran puesto. Todo esto por nada mas y nada menos que 15000 colones (sin contar las frutas que devolvimos)",
Restaurante Mi Finca,No muchas variedad,4.0,restaurante,google_maps,es,No muchas variedad,
Restaurante Mi Finca,Buena comida y precio cómodo. Les recomiendo el gallo pinto Guanacasteco.,5.0,restaurante,google_maps,es,Buena comida y precio cómodo. Les recomiendo el gallo pinto Guanacasteco.,
Restaurante Mi Finca,Netter Service wir konnten hier zweimal Aras sehen.,4.0,restaurante,google_maps,de,Buen servicio pudimos ver guacamayas aquí dos veces.,
Restaurante Mi Finca,Heerlijke broodjes en zoete gebakjes aan de Route 1,5.0,restaurante,google_maps,nl,Deliciosos bocadillos y bollería dulce en la Ruta 1,
Restaurante Mi Finca,"Gutes Essen, etwas teurer.  Wir haben dort Pause gemacht auf dem Weg vom Rincon de la Vieja zum Strand. Zu der Zeit im Juli als wir dort waren, hielten sich nicht viele Gäste dort auf.  Die Papageien konnten wir dort beobachten. Es befindet sich ein netter Souvenirladen direkt neben dem Restaurant.",5.0,restaurante,google_maps,de,"Buena comida, un poco más cara.  Allí hicimos un descanso de camino desde Rincón de la Vieja a la playa. Cuando estuvimos allí en julio no había muchos invitados.  Allí pudimos observar los loros. Hay una bonita tienda de regalos justo al lado del restaurante.",
Restaurante Mi Finca,"Meh. Not bad, but not worth writing home about. Good prices and portions. Def better than the Taco Bell next door! Yummy bean dip. Being lunch time the birds must have all been taking their siesta…we only saw a couple from very far away.",3.0,restaurante,google_maps,en,"Bueno. No está mal, pero no vale la pena escribir sobre ello. Buenos precios y porciones. ¡Definitivamente mejor que el Taco Bell de al lado! Deliciosa salsa de frijoles. Siendo la hora del almuerzo los pájaros debían estar todos tomando su siesta…solo vimos a una pareja desde muy lejos.",
Restaurante Mi Finca,"Visita Junio 2025: La vez anterior visitamos la parte de la cafetería y nos gustó mucho,  esta vez visitamos el restaurante porque estábamos antojados de un pinto y nos gustó mucho ! Los precios accesibles, y estaba rico, pinto guanacasteco !. La atención del señor que nos atendió fue ESPECTACULAR. Que señor y que amabilidad de verdad. Soy alérgica al huevo y sin tener que pedirle el favor que me cambiara la proteína ya el me estaba dando todas las opciones por iniciativa. Normalmente tengo que pedir el favor y muchas veces no acceden y debo pagar adicional. Eso se agradece, no por el dinero si no por la intención y la atención.

Creo que ya lo elegimos como lugar fijo para desayunar.

Visita Mayo 2025: Íbamos para Tamarindo e hicimos parada aquí para desayunar. Me gustó el lugar, es bastante agradable. Con mucha naturaleza, amplio parqueo y baños limpios. La atención fue buena y la comida también estuvo bien.

Los precios están bien, nada exagerado.",5.0,restaurante,google_maps,es,"Visita Junio 2025: La vez anterior visitamos la parte de la cafetería y nos gustó mucho,  esta vez visitamos el restaurante porque estábamos antojados de un pinto y nos gustó mucho ! Los precios accesibles, y estaba rico, pinto guanacasteco !. La atención del señor que nos atendió fue ESPECTACULAR. Que señor y que amabilidad de verdad. Soy alérgica al huevo y sin tener que pedirle el favor que me cambiara la proteína ya el me estaba dando todas las opciones por iniciativa. Normalmente tengo que pedir el favor y muchas veces no acceden y debo pagar adicional. Eso se agradece, no por el dinero si no por la intención y la atención.

Creo que ya lo elegimos como lugar fijo para desayunar.

Visita Mayo 2025: Íbamos para Tamarindo e hicimos parada aquí para desayunar. Me gustó el lugar, es bastante agradable. Con mucha naturaleza, amplio parqueo y baños limpios. La atención fue buena y la comida también estuvo bien.

Los precios están bien, nada exagerado.",
Restaurante Mi Finca,"Buen sitio para comer en ruta en un cruce estratégico. Precios razonables y buena cantidad. El plátano que llevan los casados va con miel, lo cual es una gran idea. Excelente.",5.0,restaurante,google_maps,es,"Buen sitio para comer en ruta en un cruce estratégico. Precios razonables y buena cantidad. El plátano que llevan los casados va con miel, lo cual es una gran idea. Excelente.",
Restaurante Mi Finca,"Deliciosa comida, porciones buenas y buen sabor.",5.0,restaurante,google_maps,es,"Deliciosa comida, porciones buenas y buen sabor.",
Restaurante Mi Finca,Buen lugar para visitar,5.0,restaurante,google_maps,es,Buen lugar para visitar,
Restaurante Mi Finca,"Un excelente lugar para pasar a comer, la comida excelente, los precios un poquito más altos de la media sin ser exageradamente caro, pero vale mucho la pena, la calidad justifica el precio, super recomendado,",5.0,restaurante,google_maps,es,"Un excelente lugar para pasar a comer, la comida excelente, los precios un poquito más altos de la media sin ser exageradamente caro, pero vale mucho la pena, la calidad justifica el precio, super recomendado,",
Restaurante Mi Finca,Wild life with food,5.0,restaurante,google_maps,en,Vida salvaje con comida.,
Restaurante Mi Finca,We had a delicious lunch here! The food was very tasty and cooked fresh . Especially beef steak ! It was the best we had in Costa rica so far,5.0,restaurante,google_maps,en,¡Tuvimos un delicioso almuerzo aquí! La comida era muy sabrosa y fresca. ¡Especialmente filete de ternera! Fue lo mejor que hemos tenido en Costa Rica hasta ahora.,
Restaurante Mi Finca,"Stopped here for lunch and ordered the Taco de Alambre de Pechuga de Pollo which is really just a fancy way of calling it chicken fajitas. Fajitas, at least the Mexican style, normally conjure up images of sauteed chicken with generous portions of onion and bell pepper. I don't know if this is the Costa Rican style but in any case I found one small slice of bell pepper and one small piece of onion. Fortunately, I ordered a side order of salad and that solve the issue at hand. IMO, it is somewhat overpriced. The service was good.",4.0,restaurante,google_maps,en,"Paré aquí para almorzar y pedí el Taco de Alambre de Pechuga de Pollo, que en realidad es una forma elegante de llamarlo fajitas de pollo. Las fajitas, al menos al estilo mexicano, normalmente evocan imágenes de pollo salteado con generosas porciones de cebolla y pimiento morrón. No sé si este es el estilo costarricense pero de todas formas encontré una rodaja pequeña de pimiento morrón y un trozo pequeño de cebolla. Afortunadamente, pedí una guarnición de ensalada y eso resolvió el problema en cuestión. En mi opinión, es algo caro. El servicio fue bueno.",
Restaurante Mi Finca,"Lugar amplio y limpio, con bastante parqueo. El desayuno estuvo muy bien, porciones grandes y buen sabor. La atención fue buena y el ambiente es tranquilo.",5.0,restaurante,google_maps,es,"Lugar amplio y limpio, con bastante parqueo. El desayuno estuvo muy bien, porciones grandes y buen sabor. La atención fue buena y el ambiente es tranquilo.",
Restaurante Mi Finca,Lindo ver las Lapas en los árboles,5.0,restaurante,google_maps,es,Lindo ver las Lapas en los árboles,
Restaurante Mi Finca,"Muy concurrido, muchos turistas y precioso la naturaleza al ver los guacamayos",5.0,restaurante,google_maps,es,"Muy concurrido, muchos turistas y precioso la naturaleza al ver los guacamayos",
Restaurante Mi Finca,"Great pit stop loc on the way to/from San Jose. Pricey coffee, tho. I ordered outside the menu- iced coffee- and had to pay $1 more for the ice part! Like they just made that up.",3.0,restaurante,google_maps,en,"Gran parada en el camino hacia/desde San José. Café caro, aunque. Pedí fuera del menú (café helado) y tuve que pagar $1 más por la parte del hielo. Como si se lo acabaran de inventar.",
Monteverde Country Lodge,"El hotel está bien. No  tiene piscina propia, pero en cambio tiene transporte gratuito a otro hotel de la cadena. Para moverte en la zona se necesita taxi (que es bastante caro) o un uber que es más asequible. El desayuno variado y bueno. Las recepcionistas fueron muy amables en todo momento.",4.0,alojamiento,google_maps,es,"El hotel está bien. No  tiene piscina propia, pero en cambio tiene transporte gratuito a otro hotel de la cadena. Para moverte en la zona se necesita taxi (que es bastante caro) o un uber que es más asequible. El desayuno variado y bueno. Las recepcionistas fueron muy amables en todo momento.",
Monteverde Country Lodge,"Gemütliche Lodge in ruhiger Umgebung mit schön angelegtem Garten. Monteverde ohne Motorisierung schlecht erreichbar. Das nächste Dorf, St. Elena, fussläufig ohne weiteres zu erreichen. Es gibt einige schöne und gute Restaurants in der Nähe mit gutem Preis- Leistungsverhältnis. Die hoteleigene Küche ist lecker. Die Menuekarte ist ausreichend.",5.0,alojamiento,google_maps,de,"Acogedor albergue en un entorno tranquilo con un hermoso jardín. Es difícil llegar a Monteverde sin motorización. Se puede llegar fácilmente a pie al pueblo más cercano, Santa Elena. Hay algunos buenos y agradables restaurantes cerca con una buena relación calidad-precio. La cocina del hotel es deliciosa. La carta del menú es suficiente.",
Monteverde Country Lodge,"La comida es muy rica , el servicio es bueno son amables y precios razonables pero lo único malo las 2 ocaciones que fuimos habían muchísimas moscas  es lo único malo",4.0,alojamiento,google_maps,es,"La comida es muy rica , el servicio es bueno son amables y precios razonables pero lo único malo las 2 ocaciones que fuimos habían muchísimas moscas  es lo único malo",
Monteverde Country Lodge,"Pongo una estrella porque no se puede poner menos.
Nada más hicimos el check in y entramos a la habitación notamos un olor a humedad y a cerrado super fuerte, no se podía estar allí dentro. Nos cambiamos y fuimos a recepción a decirlo, nos dijeron que pasaría el chico de mantenimiento a revisar.
Nos marchamos a cenar y al volver y tumbarnos en la cama, era insoportable, no se podía respirar, era tal la humedad que el baño estaba mojado.
Decidimos directamente reservar otro hotel y marcharnos, ya que no había nadie en recepción a las 21.0 pm.
Al volver por la mañana a recoger las cosas y dejar la llave, se lo decimos que vamos a cancelar la otra noche y únicamente nos dice que lo entiende y que lo lamenta mucho.
Honestamente, el hotel tiene problema de humedad.",1.0,alojamiento,google_maps,es,"Pongo una estrella porque no se puede poner menos.
Nada más hicimos el check in y entramos a la habitación notamos un olor a humedad y a cerrado super fuerte, no se podía estar allí dentro. Nos cambiamos y fuimos a recepción a decirlo, nos dijeron que pasaría el chico de mantenimiento a revisar.
Nos marchamos a cenar y al volver y tumbarnos en la cama, era insoportable, no se podía respirar, era tal la humedad que el baño estaba mojado.
Decidimos directamente reservar otro hotel y marcharnos, ya que no había nadie en recepción a las 21.0 pm.
Al volver por la mañana a recoger las cosas y dejar la llave, se lo decimos que vamos a cancelar la otra noche y únicamente nos dice que lo entiende y que lo lamenta mucho.
Honestamente, el hotel tiene problema de humedad.",
Monteverde Country Lodge,"The check-in starts with an over enthusiastic welcome. A very warm but standard talk, like you get from the stewardess on your flight. A lady serves a welcome drink and a helper already stands by to bring your luggage to your room. A tip is welcomed. But all this is fals chique once you are in your room. Beds are oké, bed linnen is fresh. But it’s like stepping 30 years back in time. Pictures speak for themselves. I need not say more. Maybe some are satisfied with this standard, but thinking of the many hotels and guesthouses nearby, this lodge needs a wake-up call if it wants to survive another say 10 years. The place really has its charm, but it’s more like a youth hostel",3.0,alojamiento,google_maps,en,"El check-in comienza con una bienvenida entusiasta. Una charla muy cálida pero estándar, como la que te da la azafata en tu vuelo. Una señora sirve una bebida de bienvenida y un ayudante ya está listo para llevar su equipaje a su habitación. Un consejo es bienvenido. Pero todo esto es fals chique una vez que estás en tu habitación. Las camas están bien, la ropa de cama está fresca. Pero es como retroceder 30 años en el tiempo. Las imágenes hablan por sí solas. No necesito decir más. Tal vez algunos estén satisfechos con este estándar, pero pensando en los numerosos hoteles y casas de huéspedes cercanos, este albergue necesita una llamada de atención si quiere sobrevivir otros, digamos, 10 años. El lugar realmente tiene su encanto, pero parece más un albergue juvenil.",
Monteverde Country Lodge,"Assez déçu de cette hôtel, qui promettait piscine. Cependant cette dernière est dans un autre hôtel dont on a accès mais il faut se déplacer en voiture car ça reste quand même assez éloigné. Restaurant et petit déjeuner pas fameux, avec peu de choix. Les chambres classiques sont assez petites et mal insonorisées car on entendait les vacanciers du dessus.",3.0,alojamiento,google_maps,fr,"Bastante decepcionado con este hotel, que prometía una piscina. Sin embargo, este último está en otro hotel al que tenemos acceso pero hay que desplazarse en coche porque todavía está bastante lejos. Restaurante y desayuno no muy buenos, con pocas opciones. Las habitaciones clásicas son bastante pequeñas y están mal insonorizadas porque se oye a los turistas arriba.",
Monteverde Country Lodge,"Hotel antiguo, con habitaciones que necesitan una reforma/actualización y además, nos pillaron obras justo a la espalda de la habitación que nos asignaron.
A un lado ello, el hotel es supertranquilo y en una ubicación que te permite desconectar a la vez que estar a dos pasos del pueblo.
El desayuno, incluido, es una auténtica delicia.
El servicio de recepción es amabilísimo y os pueden facilitar acudir a la piscina del hotel ""Poco a Poco"", que pertenece a la misma cadena, de forma grautita.",4.0,alojamiento,google_maps,es,"Hotel antiguo, con habitaciones que necesitan una reforma/actualización y además, nos pillaron obras justo a la espalda de la habitación que nos asignaron.
A un lado ello, el hotel es supertranquilo y en una ubicación que te permite desconectar a la vez que estar a dos pasos del pueblo.
El desayuno, incluido, es una auténtica delicia.
El servicio de recepción es amabilísimo y os pueden facilitar acudir a la piscina del hotel ""Poco a Poco"", que pertenece a la misma cadena, de forma grautita.",
Monteverde Country Lodge,We really enjoyed our stay. Staff was extremely friendly and helpful.,4.0,alojamiento,google_maps,en,Realmente disfrutamos de nuestra estancia. El personal fue extremadamente amable y servicial.,
Monteverde Country Lodge,"The hotel has a decor reminiscent of the 80s/90s, but it's carefully maintained, with attentive staff (especially the restaurant workers – they are very attentive). We are surrounded by nature and were able to see several different species of birds and howler monkeys from the hotel. It's nothing too luxurious, but it served our holiday style perfectly!",,alojamiento,google_maps,en,"El hotel tiene una decoración que recuerda a los años 80/90, pero está cuidada con esmero y con un personal atento (especialmente los trabajadores del restaurante, que son muy atentos). Estamos rodeados de naturaleza y pudimos ver varias especies diferentes de aves y monos aulladores desde el hotel. No es nada demasiado lujoso, ¡pero se adapta perfectamente a nuestro estilo de vacaciones!",
Monteverde Country Lodge,"Good welcome from front desk. Rooms do not have ac.  Asked for a fan and none were available for a 3- night stay. Rooms were the worst!  Loud, thin walls, dated, located directly by the staircase and bar.  Could not sleep. Free breakfast was not good. Fruit was tolerable.  Dinner was tasteless; however lunch was decent.  No swimming pool. Group of 27 high schoolers stayed here - so loud and disruptive. I do not recommend this property.",2.0,alojamiento,google_maps,en,"Buena bienvenida por parte de la recepción. Las habitaciones no tienen aire acondicionado.  Pedí un ventilador y no había ninguno disponible para una estancia de 3 noches. ¡Las habitaciones eran las peores!  Paredes ruidosas y delgadas, anticuadas, ubicadas directamente junto a la escalera y el bar.  No pude dormir. El desayuno gratuito no era bueno. La fruta era tolerable.  La cena fue de mal gusto; Sin embargo, el almuerzo fue decente.  Sin piscina. Un grupo de 27 estudiantes de secundaria se quedó aquí, muy ruidoso y perturbador. No recomiendo esta propiedad.",
Monteverde Country Lodge,"En general bien. El desayuno está fenomenal y el servicio muy bueno. En cambio, las habitaciones no están aisladas del ruido (ventanas no cierran bien) y hay muchísima luz de las farolas externas y las cortinas no son opacas, por lo que entra todo por la noche. Las habitaciones también son bastante antiguas.",3.0,alojamiento,google_maps,es,"En general bien. El desayuno está fenomenal y el servicio muy bueno. En cambio, las habitaciones no están aisladas del ruido (ventanas no cierran bien) y hay muchísima luz de las farolas externas y las cortinas no son opacas, por lo que entra todo por la noche. Las habitaciones también son bastante antiguas.",
Monteverde Country Lodge,"Déjeuné délicieux, cet endroit est bien juste pour une nuit, s' il ne fait pas beau il n' y a pas assez d' infrastructures par exemple salle de fitness, restauration assez onereuse, si on veut faire laver son linge comptez 30 dollars, chambre propre mais rustique.",3.0,alojamiento,google_maps,fr,"Delicioso almuerzo, este lugar es bueno solo para una noche, si el clima no es bueno no hay suficiente infraestructura por ejemplo sala de fitness, catering bastante caro, si quieres que te laven la ropa cuenta con 30 dólares, habitación limpia pero rústica.",
Monteverde Country Lodge,"This ""hotel"" is sold to be a rustic experience, outside the city.| It's crumbling apart.|Showers flood|Bed mattresses are old and springy|Furniture wobbles all over the place.|There's no swimming pool |Cleaning service is slow and sloppy|Avoid",,alojamiento,google_maps,en,"Este ""hotel"" se vende como una experiencia rústica, fuera de la ciudad.| Se está desmoronando.|Las duchas se inundan|Los colchones de las camas son viejos y elásticos|Los muebles se tambalean por todas partes.|No hay piscina |El servicio de limpieza es lento y descuidado|Evitar",
Monteverde Country Lodge,"El hotel está bien, pero no tiene la piscina en el mismo lugar donde nos alojábamos… además que tiene demasiadas escaleras y el costo del restaurante es muy elevado.

Destaco la simpatía y amabilidad de las chicas de recepción",3.0,alojamiento,google_maps,es,"El hotel está bien, pero no tiene la piscina en el mismo lugar donde nos alojábamos… además que tiene demasiadas escaleras y el costo del restaurante es muy elevado.

Destaco la simpatía y amabilidad de las chicas de recepción",
